u,v,x,y,z,label
0.559374,0.216254,0.596423,0.490738,0.941191,2
0.976440,0.851070,0.365581,0.667806,0.940062,1
0.937681,0.948576,0.064333,0.292611,0.318003,3
0.300150,0.111789,0.103122,0.248299,0.761559,5
0.957183,0.919645,0.618244,0.562578,0.714072,1
0.491317,0.409162,0.572344,0.836177,0.774194,1
0.302377,0.598743,0.843776,0.875912,0.469619,0
0.142857,0.685171,0.096408,0.075869,0.014893,5
0.514267,0.720664,0.526627,0.717582,0.165258,0
0.719291,0.990539,0.003327,0.105777,0.013916,3
0.228462,0.511765,0.150121,0.463210,0.260842,5
0.893155,0.713004,0.225593,0.903714,0.324809,1
0.886105,0.655568,0.705466,0.826106,0.117679,3
0.389172,0.315104,0.278542,0.777367,0.775292,6
0.813532,0.557329,0.386456,0.308786,0.038636,3
0.680380,0.796106,0.222175,0.436201,0.381146,3
0.093326,0.891263,0.467177,0.011719,0.517594,5
0.211737,0.102878,0.181890,0.167486,0.602985,5
0.439558,0.041231,0.780511,0.794488,0.962859,2
0.609607,0.365795,0.052217,0.494461,0.063021,4
0.971923,0.000549,0.351390,0.380810,0.370556,4
0.695975,0.749290,0.260079,0.937559,0.109226,3
0.981475,0.704428,0.512223,0.671896,0.404096,3
0.192358,0.516861,0.043458,0.759941,0.832423,5
0.116825,0.755608,0.870510,0.410321,0.703269,0
0.889462,0.229102,0.735618,0.478927,0.442488,2
0.525498,0.192877,0.429243,0.541063,0.633045,6
0.904538,0.459029,0.154820,0.090487,0.411023,3
0.976592,0.469497,0.608936,0.275094,0.706381,2
0.573870,0.635243,0.515885,0.011383,0.617756,5
0.503677,0.279458,0.506577,0.096713,0.206488,4
0.652028,0.244392,0.420148,0.315043,0.021760,4
0.254189,0.418531,0.082247,0.895871,0.715995,6
0.946837,0.258339,0.578936,0.550523,0.239387,4
0.650410,0.618824,0.706442,0.173376,0.957579,2
0.426435,0.926145,0.096469,0.912748,0.975616,1
0.271065,0.375317,0.262062,0.989135,0.188543,6
0.320994,0.613880,0.517594,0.400311,0.647603,5
0.687704,0.316935,0.395001,0.120304,0.995117,2
0.931028,0.805078,0.549150,0.483383,0.885708,1
0.449965,0.784845,0.173345,0.900296,0.326579,1
0.872494,0.322550,0.522965,0.327891,0.020173,4
0.145054,0.096255,0.971831,0.538072,0.619373,0
0.458754,0.920804,0.404218,0.415082,0.289499,3
0.573595,0.614032,0.470321,0.501267,0.510941,3
0.968932,0.250587,0.588641,0.075564,0.460616,2
0.220557,0.337779,0.868587,0.907590,0.560015,0
0.803552,0.442671,0.999664,0.655263,0.960448,2
0.974456,0.406812,0.396924,0.933714,0.195959,6
0.109165,0.816065,0.216834,0.367595,0.603473,5
0.088900,0.781457,0.573046,0.142949,0.442518,5
0.486099,0.117862,0.666799,0.991577,0.690237,6
0.312998,0.574969,0.038423,0.479385,0.423750,5
0.005371,0.867275,0.407941,0.066713,0.769005,5
0.563341,0.165807,0.834803,0.599322,0.889279,2
0.075137,0.432020,0.873074,0.748863,0.823298,0
0.099521,0.457076,0.270363,0.338420,0.613758,5
0.839076,0.040010,0.214087,0.637959,0.197516,6
0.517045,0.588610,0.708914,0.567309,0.161870,0
0.885922,0.639180,0.757195,0.308237,0.324046,3
0.616932,0.175878,0.310770,0.597400,0.784204,6
0.222022,0.999268,0.638966,0.574786,0.395398,0
0.970733,0.869106,0.593432,0.784600,0.750725,1
0.836634,0.317057,0.088382,0.354900,0.659139,6
0.399518,0.826075,0.282418,0.167760,0.861263,5
0.893887,0.471999,0.164068,0.944792,0.123173,6
0.252327,0.693747,0.917783,0.996948,0.817682,0
0.744652,0.604083,0.180425,0.260353,0.274789,3
0.925260,0.023103,0.690909,0.976592,0.232307,6
0.686911,0.477432,0.683554,0.710593,0.058107,0
0.135441,0.826319,0.637196,0.098514,0.899228,5
0.843043,0.774132,0.792291,0.506149,0.951811,2
0.676778,0.344829,0.225135,0.190069,0.199927,4
0.790002,0.660512,0.128330,0.982269,0.661306,1
0.362316,0.163610,0.190680,0.884396,0.774926,6
0.799341,0.305521,0.546098,0.554308,0.817927,2
0.228126,0.696799,0.786187,0.752007,0.491867,0
0.842311,0.135258,0.560900,0.858028,0.281259,6
0.457900,0.918302,0.077548,0.944853,0.908597,1
0.017426,0.100375,0.894192,0.071871,0.300455,4
0.512680,0.132603,0.150975,0.017487,0.484634,4
0.888638,0.744438,0.022156,0.008576,0.025422,3
0.241371,0.709677,0.709799,0.734123,0.367931,0
0.503891,0.010620,0.165990,0.914670,0.799188,6
0.929502,0.160924,0.177160,0.763970,0.295846,6
0.727165,0.140782,0.911405,0.662343,0.429853,2
0.940733,0.844295,0.695639,0.343699,0.628651,3
0.079928,0.326884,0.726524,0.777429,0.361126,0
0.443312,0.069521,0.954863,0.360057,0.401898,4
0.681051,0.597705,0.180761,0.146855,0.459578,3
0.317698,0.566912,0.211493,0.012543,0.169988,4
0.220527,0.386547,0.777032,0.916166,0.138798,0
0.335276,0.298624,0.812250,0.374310,0.937590,2
0.325053,0.953734,0.125492,0.643452,0.870022,1
0.708182,0.563524,0.617756,0.904233,0.267220,0
0.301523,0.957091,0.829890,0.848811,0.912870,1
0.760186,0.394147,0.580950,0.404340,0.333201,4
0.198675,0.598773,0.050905,0.310831,0.460829,5
0.385296,0.497757,0.974914,0.183386,0.887845,2
0.536271,0.551256,0.388440,0.440870,0.460189,3
0.766594,0.572222,0.027100,0.407971,0.446242,3
0.036561,0.907346,0.597827,0.434126,0.254067,0
0.150761,0.861476,0.616474,0.922117,0.097232,0
0.383038,0.329936,0.863124,0.282083,0.049318,4
0.936155,0.426313,0.855098,0.317606,0.843165,2
0.548204,0.025117,0.007172,0.755669,0.126896,6
0.561083,0.921110,0.434858,0.867611,0.881039,1
0.704215,0.749321,0.254952,0.760125,0.843898,1
0.298166,0.808374,0.189367,0.219214,0.387829,5
0.277108,0.415662,0.105747,0.643422,0.930876,5
0.694815,0.041200,0.036164,0.602466,0.788720,6
0.458968,0.608295,0.638478,0.738090,0.495285,0
0.676077,0.414655,0.941557,0.876644,0.793023,2
0.571856,0.072817,0.293374,0.253761,0.628895,4
0.866909,0.165960,0.420515,0.128727,0.306711,4
0.210028,0.652669,0.974029,0.241523,0.706565,2
0.121494,0.108280,0.968017,0.883236,0.290841,0
0.199408,0.805506,0.313639,0.344737,0.480758,5
0.196844,0.740104,0.343944,0.407239,0.365703,5
0.226478,0.392071,0.281838,0.061739,0.047731,4
0.592700,0.509262,0.425123,0.221503,0.078738,4
0.632435,0.501022,0.089022,0.895535,0.808985,1
0.436415,0.850703,0.018372,0.882962,0.889065,1
0.463332,0.286325,0.708701,0.681112,0.804773,2
0.533219,0.882992,0.227821,0.512345,0.697073,1
0.541429,0.773278,0.401563,0.189337,0.375805,3
0.963347,0.870876,0.305368,0.528092,0.788568,1
0.199255,0.956725,0.517930,0.426862,0.142552,3
0.507340,0.859401,0.018128,0.734733,0.994415,1
0.523576,0.901578,0.700705,0.515091,0.902951,1
0.347392,0.386639,0.060701,0.434187,0.313730,6
0.614063,0.579363,0.535264,0.260140,0.363994,3
0.548326,0.013123,0.549272,0.697592,0.837367,6
0.598773,0.467269,0.819208,0.144505,0.764977,2
0.395032,0.688253,0.785241,0.483932,0.160741,0
0.086398,0.116245,0.080233,0.105380,0.545793,5
0.375774,0.836177,0.892575,0.044893,0.220405,3
0.504807,0.593432,0.878506,0.741142,0.387951,0
0.078555,0.607227,0.238777,0.134465,0.247505,5
0.493973,0.540483,0.915860,0.127445,0.332499,4
0.138462,0.134556,0.372570,0.075014,0.932524,5
0.322428,0.194586,0.164800,0.856868,0.384259,6
0.256630,0.980285,0.173315,0.843562,0.560930,1
0.296396,0.711783,0.246406,0.862117,0.170110,0
0.838893,0.380047,0.637013,0.155858,0.436781,2
0.461806,0.142308,0.257302,0.672781,0.955138,6
0.591693,0.521683,0.841212,0.168889,0.982788,2
0.682974,0.058840,0.296091,0.606250,0.760216,6
0.095309,0.048189,0.767632,0.017090,0.118931,4
0.541520,0.753197,0.189154,0.640553,0.591876,1
0.571184,0.384686,0.435286,0.073336,0.500076,4
0.565874,0.724570,0.498276,0.974181,0.016175,0
0.398541,0.473739,0.838679,0.700430,0.561480,0
0.191473,0.505142,0.923460,0.180120,0.607257,2
0.038514,0.194098,0.117038,0.465804,0.707022,5
0.700491,0.329997,0.827845,0.026154,0.302622,4
0.518632,0.255287,0.828333,0.449232,0.999420,2
0.310831,0.388806,0.924375,0.090640,0.528306,2
0.139775,0.830409,0.788385,0.509995,0.003418,0
0.713736,0.014435,0.307077,0.875515,0.239113,6
0.218390,0.739616,0.290475,0.319315,0.613697,5
0.812159,0.799615,0.105808,0.830287,0.881436,1
0.092990,0.747337,0.264321,0.732047,0.397443,5
0.322001,0.906491,0.216742,0.180364,0.849788,5
0.929838,0.617573,0.692129,0.791040,0.819056,1
0.383465,0.377209,0.937803,0.321451,0.401624,0
0.685903,0.103824,0.002075,0.458022,0.317484,6
0.519852,0.683187,0.043550,0.426527,0.339824,3
0.549608,0.162481,0.823145,0.165136,0.202002,4
0.298715,0.698691,0.992523,0.437941,0.196661,0
0.908200,0.491775,0.043123,0.612995,0.340465,6
0.020386,0.373608,0.694998,0.407575,0.280099,0
0.010010,0.142399,0.184606,0.022767,0.265816,4
0.808618,0.231056,0.711020,0.829646,0.897549,2
0.625141,0.540422,0.324229,0.412488,0.242134,3
0.729148,0.062441,0.013184,0.808496,0.481429,6
0.781610,0.937346,0.761986,0.531236,0.637837,1
0.142735,0.450240,0.672048,0.241371,0.326640,4
0.698233,0.179388,0.014039,0.977874,0.276193,6
0.532243,0.650410,0.118809,0.299051,0.339305,3
0.963469,0.892941,0.088992,0.876827,0.896573,1
0.654134,0.531968,0.143681,0.982604,0.714591,1
0.459517,0.840877,0.031404,0.406751,0.087680,3
0.180334,0.327464,0.616260,0.043184,0.930784,5
0.117924,0.441755,0.009186,0.605609,0.673635,5
0.137761,0.521409,0.199896,0.703024,0.997284,5
0.945555,0.382550,0.401288,0.329753,0.168004,3
0.549425,0.915311,0.191351,0.030671,0.644368,5
0.505631,0.023225,0.040681,0.153996,0.187658,4
0.854213,0.387524,0.182470,0.131779,0.224219,4
0.797296,0.012665,0.605060,0.484909,0.256752,4
0.059938,0.735038,0.633106,0.137303,0.624653,5
0.877010,0.333842,0.750847,0.349773,0.866085,2
0.289315,0.868313,0.789972,0.935331,0.609424,0
0.232673,0.998047,0.581072,0.340770,0.597186,5
0.535356,0.156804,0.810205,0.319895,0.812342,2
0.476821,0.938536,0.046785,0.165075,0.210791,3
0.181921,0.513413,0.574969,0.350902,0.256081,0
0.997223,0.436567,0.531999,0.299692,0.451491,3
0.281228,0.486953,0.634144,0.852168,0.861354,1
0.417859,0.774712,0.788659,0.502792,0.564592,0
0.850093,0.830378,0.130680,0.751610,0.086489,3
0.699576,0.875790,0.194830,0.512345,0.782189,1
0.666524,0.349498,0.539933,0.007904,0.714286,2
0.080050,0.580218,0.630634,0.297067,0.933836,5
0.347209,0.940367,0.748497,0.799280,0.008057,0
0.438215,0.057772,0.730369,0.834956,0.505448,6
0.987976,0.218177,0.515213,0.097964,0.117008,4
0.691031,0.776147,0.497421,0.710013,0.524400,1
0.480148,0.650136,0.826838,0.341685,0.847194,2
0.125248,0.572954,0.887631,0.960204,0.223365,0
0.898801,0.254677,0.210028,0.266488,0.854305,2
0.744743,0.836146,0.601306,0.704733,0.146458,3
0.219123,0.346171,0.814142,0.710013,0.081576,0
0.413862,0.702567,0.600360,0.253365,0.840693,5
0.183416,0.110233,0.157537,0.953673,0.987060,6
0.414197,0.673330,0.406720,0.777154,0.144871,0
0.532060,0.617450,0.965575,0.572863,0.903073,2
0.635243,0.232704,0.671224,0.324625,0.972594,2
0.158818,0.846126,0.637410,0.430250,0.873196,5
0.614582,0.075747,0.448225,0.126835,0.011048,4
0.173711,0.012787,0.695669,0.003388,0.641530,4
0.651997,0.519517,0.700034,0.869137,0.549821,1
0.484329,0.629444,0.213050,0.311197,0.252510,3
0.873043,0.722465,0.408155,0.048982,0.332896,3
0.461104,0.839351,0.808069,0.915494,0.081271,0
0.033296,0.588214,0.912625,0.805658,0.527451,0
0.660634,0.360912,0.473952,0.453444,0.177618,4
0.661184,0.810205,0.360576,0.827815,0.238533,3
0.566729,0.408307,0.383251,0.525132,0.701621,6
0.459120,0.546098,0.046022,0.245552,0.103061,4
0.999725,0.890133,0.014344,0.145207,0.071566,3
0.347026,0.823420,0.587237,0.913541,0.991028,1
0.360302,0.634266,0.605853,0.993866,0.372112,0
0.758629,0.091525,0.947081,0.323038,0.351207,2
0.346690,0.975311,0.179388,0.992218,0.693899,1
0.422071,0.477493,0.872036,0.663839,0.889004,2
0.331034,0.394024,0.312601,0.909604,0.534471,6
0.490066,0.399853,0.039369,0.417798,0.680135,5
0.334758,0.643055,0.610157,0.407514,0.295846,0
0.160161,0.367412,0.680471,0.430708,0.130833,0
0.620716,0.551805,0.542283,0.762047,0.401776,0
0.467727,0.167425,0.316568,0.801691,0.016907,6
0.454695,0.105289,0.118809,0.111362,0.746757,5
0.364208,0.352672,0.129978,0.274545,0.797571,5
0.699637,0.056429,0.868770,0.068148,0.206763,4
0.142399,0.095065,0.016358,0.240425,0.127445,4
0.719901,0.888546,0.925138,0.546617,0.911863,2
0.356883,0.209662,0.157414,0.086337,0.611255,5
0.716422,0.017151,0.798730,0.304544,0.029969,4
0.241676,0.592425,0.633106,0.581561,0.977325,1
0.208625,0.332652,0.785333,0.616749,0.063570,0
0.872097,0.583026,0.790368,0.399304,0.625141,2
0.052858,0.164281,0.014893,0.302438,0.239418,4
0.576128,0.984008,0.424116,0.860134,0.540086,1
0.264412,0.114872,0.045198,0.652242,0.607379,6
0.002594,0.766991,0.927793,0.671133,0.501663,0
0.114933,0.600665,0.746300,0.262154,0.072634,0
0.417951,0.998596,0.066744,0.953032,0.959044,1
0.635517,0.955535,0.147801,0.011902,0.903012,5
0.861110,0.348094,0.537065,0.318491,0.534318,2
0.891537,0.250618,0.046541,0.042604,0.392743,4
0.357982,0.823237,0.621632,0.313425,0.468703,5
0.335673,0.161534,0.627827,0.224891,0.462935,4
0.109714,0.240516,0.673208,0.284371,0.070376,4
0.312113,0.912351,0.261971,0.882778,0.149449,1
0.047487,0.502518,0.459212,0.816797,0.982391,1
0.506455,0.164251,0.123417,0.080386,0.308969,4
0.015778,0.145054,0.226386,0.420148,0.489944,5
0.934202,0.319834,0.470077,0.210669,0.576556,2
0.731132,0.965300,0.305307,0.249153,0.751854,3
0.062807,0.707450,0.436933,0.570421,0.768181,5
0.188299,0.963408,0.804529,0.463118,0.397870,0
0.992431,0.121342,0.170141,0.697012,0.656667,6
0.976897,0.459181,0.061922,0.469344,0.005737,3
0.403302,0.842189,0.175451,0.092685,0.489639,5
0.653188,0.198614,0.656697,0.891263,0.185064,6
0.340007,0.179571,0.006958,0.208655,0.885342,5
0.509720,0.674886,0.559954,0.776360,0.972716,1
0.965789,0.384320,0.003143,0.819422,0.963195,6
0.421857,0.873318,0.043794,0.435865,0.614948,5
0.314127,0.100650,0.809076,0.819239,0.864620,2
0.555132,0.340861,0.899472,0.512894,0.195196,0
0.910062,0.991455,0.035768,0.638234,0.321207,3
0.210974,0.996429,0.962920,0.534074,0.591662,0
0.056337,0.397900,0.722556,0.532090,0.758476,0
0.598315,0.570360,0.534410,0.436689,0.541215,2
0.709037,0.514878,0.409131,0.571856,0.705039,1
0.468154,0.110263,0.631214,0.501572,0.766198,2
0.319376,0.196478,0.722098,0.873104,0.140416,0
0.965972,0.741111,0.757653,0.890561,0.818903,1
0.929044,0.783715,0.552660,0.082400,0.976928,2
0.360973,0.948973,0.636036,0.707724,0.136418,0
0.291421,0.885372,0.279885,0.008087,0.265297,5
0.136418,0.190100,0.742424,0.302347,0.401257,4
0.980804,0.476211,0.199347,0.166662,0.059084,3
0.885006,0.739158,0.157140,0.533525,0.298044,3
0.469344,0.622852,0.474258,0.542558,0.295785,3
0.184637,0.503525,0.796991,0.046571,0.766778,5
0.122593,0.236000,0.663289,0.648762,0.680898,0
0.747185,0.174932,0.167608,0.394391,0.501541,6
0.111972,0.101810,0.318766,0.658773,0.515427,6
0.268105,0.684011,0.988311,0.198431,0.362407,0
0.496567,0.687979,0.415693,0.576159,0.815485,1
0.180944,0.597522,0.019257,0.608295,0.172399,5
0.304544,0.481063,0.593554,0.747398,0.059358,0
0.560137,0.975799,0.790948,0.211493,0.694998,2
0.479293,0.511460,0.491562,0.125736,0.587085,5
0.349162,0.411359,0.319407,0.390973,0.050447,4
0.165929,0.888699,0.959563,0.189367,0.193640,0
0.536546,0.629688,0.917905,0.050844,0.057253,4
0.128330,0.225715,0.757225,0.925596,0.930418,0
0.491195,0.268044,0.504562,0.759514,0.604511,6
0.229713,0.404309,0.637440,0.444258,0.674734,5
0.022095,0.388470,0.989135,0.812220,0.795434,0
0.005432,0.845119,0.570666,0.199042,0.783074,5
0.470443,0.048616,0.017853,0.625202,0.878658,6
0.530076,0.925840,0.432081,0.101749,0.220283,3
0.903348,0.974212,0.194220,0.358837,0.523240,3
0.158300,0.059145,0.865596,0.637684,0.092654,0
0.878323,0.176366,0.496231,0.857021,0.426496,6
0.424268,0.827235,0.384136,0.052217,0.622761,5
0.912931,0.359020,0.605640,0.007172,0.190313,4
0.541459,0.094668,0.190680,0.408399,0.419202,6
0.351543,0.290719,0.873562,0.597278,0.489486,0
0.682607,0.813715,0.829676,0.432569,0.536332,3
0.393323,0.100101,0.298257,0.792657,0.409680,6
0.657949,0.915494,0.735099,0.202185,0.414991,3
0.258003,0.813715,0.805933,0.610431,0.075655,0
0.877255,0.880306,0.149205,0.503769,0.469497,3
0.444685,0.520615,0.932310,0.346660,0.951689,2
0.703177,0.916349,0.871456,0.729728,0.962279,1
0.408490,0.440443,0.325816,0.946196,0.094943,6
0.600971,0.780297,0.987854,0.116398,0.013459,3
0.363964,0.017151,0.954833,0.916257,0.809961,0
0.991729,0.767510,0.247841,0.570513,0.250496,3
0.949858,0.084445,0.130589,0.698447,0.207587,6
0.547502,0.909513,0.226753,0.920347,0.838679,1
0.781304,0.276070,0.077059,0.557665,0.745964,6
0.948515,0.565539,0.959929,0.782098,0.574450,2
0.096011,0.309458,0.412305,0.141118,0.541398,5
0.984313,0.013123,0.488418,0.974395,0.489425,6
0.399823,0.678549,0.183203,0.034852,0.718375,5
0.446120,0.947203,0.833979,0.174932,0.134007,3
0.853236,0.778832,0.634663,0.022340,0.934629,2
0.649007,0.620777,0.455916,0.913327,0.509445,1
0.745445,0.676840,0.327128,0.454390,0.103397,3
0.768578,0.322642,0.353038,0.659841,0.617389,6
0.395764,0.753563,0.163427,0.297861,0.860378,5
0.601276,0.616474,0.788293,0.327128,0.927976,2
0.832270,0.422315,0.973144,0.167791,0.112339,4
0.983581,0.883724,0.256630,0.573534,0.848598,1
0.247963,0.170629,0.156896,0.085269,0.688955,5
0.060732,0.849605,0.912412,0.509781,0.638997,0
0.150700,0.426740,0.137303,0.973113,0.312754,6
0.004212,0.543992,0.345378,0.389508,0.280862,5
0.929685,0.332652,0.621937,0.120212,0.444349,2
0.762658,0.193121,0.473403,0.233222,0.704093,2
0.883847,0.537889,0.585376,0.145940,0.659322,2
0.121281,0.466842,0.522355,0.719443,0.616810,0
0.220191,0.739830,0.042634,0.495804,0.711051,5
0.862178,0.955473,0.724601,0.703146,0.110263,3
0.758538,0.010987,0.743339,0.332469,0.940703,2
0.287515,0.337382,0.601703,0.011994,0.336863,4
0.698233,0.096103,0.487411,0.966430,0.847591,6
0.918973,0.051698,0.637684,0.352458,0.014283,4
0.437819,0.957274,0.477584,0.834498,0.048769,3
0.935240,0.035127,0.916135,0.855464,0.417249,2
0.713065,0.020173,0.600696,0.597125,0.162908,4
0.993103,0.841487,0.015290,0.629109,0.004517,3
0.860256,0.950194,0.400037,0.318644,0.976348,1
0.608051,0.863033,0.254616,0.289468,0.018433,3
0.443739,0.492813,0.385846,0.040437,0.211890,4
0.383190,0.038453,0.386761,0.434095,0.411573,4
0.432875,0.071657,0.855190,0.480605,0.949431,2
0.188879,0.989410,0.161412,0.033570,0.425886,5
0.202521,0.571978,0.185308,0.220771,0.866298,5
0.038972,0.598895,0.967956,0.366283,0.199042,0
0.484115,0.178899,0.244789,0.695517,0.600879,6
0.004273,0.259255,0.127384,0.037385,0.023591,4
0.638569,0.406384,0.764183,0.708640,0.317301,0
0.178350,0.994446,0.467177,0.430128,0.465651,5
0.882443,0.672811,0.847011,0.186102,0.591052,2
0.587390,0.030763,0.705557,0.259590,0.582476,2
0.998291,0.079623,0.903500,0.565569,0.666036,2
0.141148,0.776482,0.017975,0.362194,0.089785,5
0.227393,0.550005,0.785607,0.739677,0.582018,0
0.380139,0.193396,0.081423,0.081668,0.644185,5
0.098544,0.315195,0.409772,0.940886,0.258003,0
0.010254,0.837397,0.019990,0.233589,0.548143,5
0.519303,0.019227,0.306070,0.504990,0.971679,6
0.156224,0.024110,0.129765,0.262551,0.281961,4
0.169286,0.574358,0.946654,0.201636,0.418317,0
0.031770,0.275307,0.169408,0.483749,0.439100,5
0.713370,0.463271,0.014496,0.900754,0.293588,6
0.446181,0.037416,0.489029,0.840632,0.019837,6
0.221107,0.577715,0.594989,0.877163,0.743065,1
0.365062,0.268960,0.459944,0.041902,0.742729,5
0.065157,0.027924,0.235542,0.166265,0.689505,5
0.745323,0.486251,0.684347,0.889248,0.190954,0
0.094790,0.781884,0.547899,0.199133,0.603992,5
0.194189,0.868099,0.436048,0.693319,0.348216,0
0.673269,0.619373,0.145878,0.586505,0.359966,3
0.786309,0.668874,0.830988,0.531938,0.516953,2
0.848659,0.842524,0.846706,0.518845,0.022095,3
0.732047,0.106601,0.479110,0.345073,0.880245,2
0.125156,0.590564,0.839320,0.921537,0.400037,0
0.657674,0.699271,0.948790,0.123783,0.189001,3
0.639943,0.594958,0.564043,0.382305,0.566759,2
0.147984,0.343791,0.408094,0.349315,0.355113,4
0.653432,0.898831,0.979644,0.072939,0.925748,2
0.048830,0.896420,0.419294,0.004822,0.232398,5
0.756767,0.583514,0.340800,0.545213,0.436262,3
0.951079,0.240669,0.176031,0.538896,0.698843,6
0.707389,0.014893,0.197851,0.517502,0.898038,6
0.403607,0.448805,0.616932,0.732261,0.435163,0
0.956603,0.671163,0.682516,0.708304,0.376568,3
0.859096,0.277108,0.943388,0.132145,0.657033,2
0.347331,0.365795,0.889553,0.539598,0.550096,0
0.263131,0.510941,0.244758,0.197028,0.622669,5
0.767632,0.760125,0.921873,0.254799,0.593890,2
0.685476,0.216407,0.309519,0.163396,0.129276,4
0.367351,0.591357,0.569048,0.793939,0.824519,1
0.579455,0.387341,0.407208,0.531999,0.559160,6
0.909268,0.155461,0.253517,0.771111,0.317850,6
0.275033,0.423109,0.983886,0.594806,0.458144,0
0.552568,0.397168,0.436476,0.229469,0.726463,2
0.280984,0.961119,0.949736,0.216742,0.257485,0
0.488113,0.602313,0.747429,0.631794,0.171270,0
0.019593,0.440992,0.677541,0.766137,0.704886,0
0.977691,0.284127,0.313883,0.906034,0.998962,6
0.871456,0.022401,0.097751,0.286355,0.978149,6
0.125614,0.528001,0.746940,0.430464,0.002747,0
0.985168,0.736656,0.497024,0.338786,0.442274,3
0.752800,0.936277,0.606800,0.734489,0.027009,3
0.342875,0.654164,0.925596,0.049776,0.699118,2
0.673299,0.520890,0.557787,0.537461,0.338511,3
0.181433,0.015564,0.621143,0.390210,0.096805,4
0.122471,0.547960,0.447340,0.672292,0.376141,0
0.184729,0.329966,0.686544,0.224128,0.337748,4
0.672506,0.576525,0.834529,0.565813,0.109500,0
0.005524,0.016846,0.542253,0.814814,0.370525,0
0.324931,0.871944,0.675497,0.405286,0.872189,5
0.769616,0.881802,0.535661,0.891537,0.505814,1
0.214423,0.142613,0.570360,0.026582,0.810266,5
0.390301,0.192328,0.653401,0.687887,0.774285,2
0.116916,0.269234,0.814081,0.046999,0.628254,5
0.897336,0.992615,0.676473,0.184057,0.078738,3
0.356609,0.494278,0.096774,0.955077,0.745628,6
0.689413,0.176946,0.462264,0.748650,0.803858,6
0.371136,0.542283,0.694540,0.886776,0.925199,1
0.778527,0.370861,0.462600,0.103977,0.361095,4
0.752556,0.470351,0.999268,0.788781,0.521500,0
0.829554,0.456435,0.213294,0.658650,0.789544,6
0.651906,0.832545,0.889187,0.718040,0.351909,0
0.238777,0.262856,0.485733,0.384442,0.128330,4
0.650288,0.102512,0.355083,0.278664,0.436232,4
0.762108,0.138371,0.199469,0.191839,0.950896,2
0.175787,0.363689,0.606189,0.777917,0.111576,0
0.424940,0.459181,0.181249,0.797876,0.327433,6
0.916532,0.168157,0.199866,0.714957,0.928373,6
0.744133,0.233131,0.544603,0.012574,0.688101,2
0.063295,0.312021,0.204108,0.829371,0.900266,6
0.794336,0.451521,0.982757,0.817621,0.716544,2
0.242256,0.198218,0.628712,0.248421,0.737419,2
0.481368,0.350658,0.737541,0.197577,0.640461,2
0.287545,0.584735,0.981292,0.417127,0.263802,0
0.668661,0.896329,0.556261,0.039491,0.225318,3
0.186438,0.971587,0.438337,0.588794,0.933836,1
0.663320,0.219764,0.699820,0.158605,0.544053,2
0.226753,0.787866,0.397351,0.828883,0.839900,1
0.133641,0.040895,0.146397,0.269448,0.317637,4
0.213569,0.026704,0.716758,0.861385,0.474258,0
0.922452,0.935759,0.667531,0.121372,0.419294,3
0.226386,0.164953,0.382366,0.792413,0.390667,6
0.565325,0.269326,0.564592,0.683035,0.136998,4
0.381909,0.222633,0.286050,0.903043,0.438551,6
0.748314,0.342814,0.669027,0.817774,0.119938,0
0.077151,0.787561,0.890194,0.440870,0.032929,0
0.564867,0.423078,0.851283,0.963988,0.716666,0
0.838191,0.879360,0.405316,0.778832,0.604480,1
0.388195,0.457625,0.879543,0.546861,0.774651,2
0.815638,0.778985,0.352184,0.576373,0.571856,1
0.582720,0.053652,0.143345,0.827235,0.035493,6
0.775231,0.530168,0.639302,0.800867,0.516739,1
0.264992,0.339946,0.633931,0.261544,0.152165,4
0.753044,0.852473,0.187567,0.763878,0.344127,3
0.013398,0.263161,0.777703,0.832881,0.200629,0
0.008789,0.816187,0.299478,0.830103,0.706381,1
0.944365,0.316843,0.379009,0.836665,0.482009,6
0.138981,0.945189,0.026826,0.286477,0.477584,5
0.042360,0.288766,0.162420,0.897732,0.538499,6
0.829768,0.554857,0.363689,0.142521,0.216712,3
0.181463,0.966918,0.346538,0.175115,0.761010,5
0.366192,0.229041,0.803888,0.493149,0.972747,2
0.025910,0.487686,0.446944,0.409955,0.875118,5
0.287790,0.513535,0.280313,0.641499,0.092318,0
0.079562,0.770012,0.228126,0.308084,0.077731,5
0.122532,0.279824,0.374065,0.570269,0.513016,5
0.685781,0.878994,0.522050,0.353954,0.787255,1
0.563219,0.919401,0.563768,0.696493,0.986969,1
0.890774,0.829768,0.633351,0.145604,0.985778,2
0.396344,0.685507,0.813562,0.268441,0.409711,0
0.899136,0.897794,0.381390,0.350749,0.105472,3
0.582751,0.236793,0.586901,0.390362,0.547044,2
0.490707,0.574297,0.612293,0.033906,0.456740,4
0.741844,0.875790,0.056581,0.615406,0.587878,1
0.365886,0.519303,0.375500,0.021180,0.450423,5
0.535844,0.243690,0.477401,0.456008,0.726676,2
0.058504,0.841823,0.023957,0.775475,0.445051,5
0.710379,0.452956,0.027070,0.146611,0.019593,4
0.933836,0.407514,0.389630,0.577074,0.083468,3
0.447462,0.937956,0.523392,0.683706,0.690664,1
0.992859,0.257118,0.031404,0.268258,0.595019,6
0.853908,0.806543,0.920377,0.684805,0.510819,3
0.863552,0.246132,0.476760,0.047578,0.853175,2
0.463851,0.305032,0.995544,0.080386,0.461623,2
0.595569,0.305612,0.505234,0.420576,0.121769,4
